,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
321,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.0,58288.31999999995
322,HP,Notebook,15.6,1366x768,1366,768,1,0,0,1,0,Intel Core i7,1.8,8,1000,0,0,Intel UHD Graphics,Windows 10,2.1,48058.559999999976
323,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.7,8,0,256,0,AMD Radeon,Windows 10,2.2,35111.52
324,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.44,15557.76
325,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,6,1000,0,0,Intel HD Graphics,Windows 10,2.23,29250.719999999994
326,Asus,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.7,55938.67200000003
327,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.26,71128.80000000002
328,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,32,0,1000,0,Nvidia GeForce GTX,Windows 10,2.06,140605.92000000004
329,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,63882.719999999994
330,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.0,50243.039999999964
331,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,256,0,Intel HD Graphics,Windows 10,2.0,71075.52000000005
332,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Windows 10,1.85,23922.719999999987
333,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.5,53226.71999999997
334,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.48,67559.04
335,Dell,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,128,0,Nvidia GeForce MX,Windows 10,1.9,55890.720000000045
336,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.84,60952.32
337,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,Linux,2.0,14651.467199999992
338,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Nvidia GeForce MX,Windows 10,2.0,60885.719999999994
339,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Linux,2.2,14646.671999999991
340,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,12,2000,0,0,AMD Radeon,Windows 10,2.2,47898.71999999999
341,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.1,38148.48
342,Lenovo,2 in 1 Convertible,13.9,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,16,0,512,0,Intel UHD Graphics,Windows 10,1.4,111834.72000000002
343,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,84129.12
344,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,2000,256,0,Nvidia GeForce GTX,Windows 10,2.4,60153.12000000004
345,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Windows 10,1.44,14865.119999999997
346,Dell,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.9,16,0,768,0,Intel UHD Graphics,Windows 10,1.88,85672.10880000006
347,Asus,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,19980.000000000015
348,Dell,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,0,0,AMD Radeon,Windows 10,1.9,35324.64
349,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.06,108020.93759999992
350,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.84,69477.11999999995
351,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,75071.52000000003
352,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,2.6,92615.02560000001
353,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,16,0,512,0,Nvidia GeForce M,Windows 10,2.4,74751.83999999994
354,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,2000,128,0,AMD Radeon,Windows 10,2.02,51729.552000000025
355,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,No OS,2.2,17155.62719999999
356,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.65,53226.71999999997
357,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,8,2000,0,0,Intel HD Graphics,Windows 10,2.36,29696.673600000016
358,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.36,76030.56
359,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.86,23389.920000000002
360,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.0,50349.59999999997
361,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.5,6,1000,128,0,Nvidia GeForce GTX,Windows 10,2.8,38308.31999999998
362,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,1.86,34045.91999999999
363,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Nvidia GeForce MX,No OS,2.2,26586.71999999998
364,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,8,2000,0,0,Intel HD Graphics,Windows 10,2.04,20725.92000000001
365,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Windows 10,2.8,57808.80000000002
366,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,No OS,2.4,43103.51999999998
367,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Windows 10,2.33,47898.71999999999
368,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.36,93239.99999999997
369,Asus,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,12,2000,512,0,Nvidia GeForce GTX,Windows 10,2.26,58554.71999999999
370,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,4,0,128,0,AMD Radeon,Windows 10,2.1,22697.28000000001
371,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD Processor,3.0,16,1000,256,0,AMD Radeon,Windows 10,3.25,117162.71999999991
372,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,AMD A-Series,2.2,4,0,128,0,AMD Radeon,Windows 10,2.6,26053.92000000001
373,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.62,46300.852799999964
374,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,0,256,0,AMD Radeon,Windows 10,1.91,26053.387200000012
375,Lenovo,Netbook,11.6,1366x768,1366,768,1,0,0,1,0,Intel Processor,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.59,29463.83999999998
376,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,1.8,16463.519999999993
377,Asus,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,15238.079999999996
378,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,45074.87999999998
379,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.35,63456.47999999998
380,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,No OS,1.85,21498.480000000003
381,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.3,88178.39999999994
382,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.5,58554.71999999999
383,Asus,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.1,93181.39199999995
384,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.13,121584.95999999992
385,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.5,29250.719999999994
386,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,500,0,0,AMD FirePro,Windows 10,2.23,72940.32000000005
387,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia Quadro,Windows 10,2.0,113752.80000000005
388,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.42,133679.51999999996
389,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,3.0,55357.92000000005
390,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.0,84768.48000000007
391,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,1,0,Intel Core i5,1.6,12,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,36975.78720000001
392,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.7,71874.72000000006
393,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Linux,2.33,41498.19360000001
394,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,0,256,0,AMD Radeon,Windows 10,1.91,26586.71999999998
395,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,2.1,65510.9568
396,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.9,49976.64000000004
397,Dell,Workstation,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,1.78,144495.36
398,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.7,16,0,1000,0,Intel HD Graphics,Windows 10,1.13,139860.00000000012
399,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.2,16303.679999999998
400,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,81465.12
401,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,256,0,AMD Radeon,Windows 10,2.1,60978.959999999955
402,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Linux,2.5,46833.12000000003
403,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.8,119826.72000000009
404,Asus,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.1,99793.44000000008
405,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.2,93080.16000000005
406,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,512,0,Intel HD Graphics,Windows 10,1.36,89510.39999999992
407,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.2,21791.51999999999
408,Lenovo,Notebook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,2,0,0,32,Intel HD Graphics,Windows 10,1.15,16221.095999999994
409,Lenovo,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,512,0,Nvidia Quadro,Windows 10,2.67,102564.00000000006
410,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.8,8,0,512,0,Nvidia GeForce GTX,Windows 10,1.7,103523.03999999994
411,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.1,24988.320000000018
412,Acer,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,42038.4528
413,Asus,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.27,49443.83999999996
414,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,AMD Radeon,Linux,2.3,31909.391999999993
415,Dell,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.65,36709.920000000006
416,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.43,79920.00000000007
417,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.14,28768.536000000004
418,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,1.75,64755.446400000044
419,Lenovo,2 in 1 Convertible,15.6,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.0,101178.71999999999
420,Chuwi,Notebook,12.3,2736x1824,2736,1824,0,0,1,1,0,Intel Processor,1.1,6,0,0,64,Intel HD Graphics,Windows 10,1.4,23922.719999999987
421,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,8,0,256,0,Intel HD Graphics,Windows 10,2.31,76030.56
422,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,8,1000,0,0,Nvidia GeForce MX,Linux,2.3,31808.159999999978
423,Dell,Gaming,17.3,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.9,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,149130.71999999994
424,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.62,61751.52000000005
425,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,2000,256,0,AMD Radeon,Windows 10,2.02,60867.07199999999
426,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Linux,1.6,58554.71999999999
427,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,12,1000,256,0,Nvidia GeForce GTX,Windows 10,3.35,106506.71999999996
428,Mediacom,2 in 1 Convertible,11.6,1920x1080,1920,1080,1,0,0,1,1,Intel Celeron Dual,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.16,15930.719999999992
429,Samsung,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.15,14332.320000000012
430,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.4,53812.800000000025
431,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.7,4,0,128,0,Intel HD Graphics,Windows 10,1.7,31914.720000000027
432,Lenovo,Workstation,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce MX,Windows 10,2.3,130269.59999999995
433,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,0,512,0,Nvidia Quadro,Windows 10,2.5,130482.72
434,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,AMD Processor,3.2,8,1000,256,0,AMD Radeon,Windows 10,3.2,90309.60000000006
435,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.1,18488.159999999985
436,Google,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i7,1.3,16,0,512,0,Intel HD Graphics,Chrome OS,1.1,117162.71999999991
437,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,0,0,Intel Core i7,2.7,24,0,512,0,Intel HD Graphics,Windows 10,1.32,126912.95999999998
438,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Linux,2.0,29783.520000000026
439,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,AMD A-Series,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.8,27652.320000000018
440,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,0,256,0,AMD Radeon,Windows 10,2.2,39906.72000000002
441,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,76137.11999999994
442,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.1,4,0,128,0,Intel HD Graphics,Windows 10,2.2,18594.719999999998
443,HP,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,58554.71999999999
444,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,62817.12000000002
445,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Linux,2.4,23539.10400000001
446,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,3.0,8,1000,0,64,Nvidia Quadro,Windows 10,2.23,106187.04000000001
447,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.2,54757.98719999999
448,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.5,16,0,512,0,Intel Iris,Windows 10 S,1.25,137941.9199999999
449,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.91,31381.920000000024
450,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,256,0,Nvidia Quadro,Windows 10,2.17,105227.99999999993
451,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.9,8,0,512,0,Intel HD Graphics,Windows 10,2.31,81731.52000000006
452,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.65,71661.6
453,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,AMD Radeon,Windows 10,2.36,52161.119999999995
454,Dell,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Windows 10,1.47,25521.11999999999
455,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce GTX,Windows 10,4.42,109010.88000000006
456,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core M,2.2,4,0,128,0,Intel HD Graphics,Windows 10 S,1.252,52693.91999999998
457,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.5,8,0,256,0,Intel Iris,Windows 10 S,1.25,95850.71999999996
458,HP,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,2.5,34093.871999999974
459,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.23,28984.31999999999
460,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,Windows 10,1.4,23176.79999999998
461,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.37,39906.72000000002
462,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,AMD Radeon,No OS,1.5,42570.719999999994
463,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,8,0,256,0,Nvidia Quadro,Windows 10,2.67,111355.19999999992
464,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.0,16197.120000000003
465,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Nvidia GeForce GTX,Windows 10,2.2,24988.320000000018
466,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,2000,0,0,AMD Radeon,Windows 10,2.02,40439.51999999998
467,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,12,1000,0,0,Nvidia GeForce GTX,Windows 10,3.78,90522.72000000004
468,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,12,0,256,0,Intel HD Graphics,Windows 10,1.4,98994.24000000006
469,HP,2 in 1 Convertible,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.29,106506.71999999996
470,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,500,0,0,AMD FirePro,Windows 10,1.9,61485.119999999966
471,Google,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i5,1.2,8,0,128,0,Intel HD Graphics,Chrome OS,1.1,67932.00000000004
472,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.42,98133.76799999997
473,Asus,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.6,12,1000,128,0,Intel HD Graphics,Windows 10,2.06,69210.71999999994
474,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,8,0,128,0,Intel HD Graphics,Windows 10,1.79,39427.200000000026
475,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,1.78,128298.23999999999
476,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,180,0,Intel HD Graphics,Windows 10,1.7,72673.91999999995
477,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,0,0,AMD Radeon,Windows 10,2.2,35964.000000000015
478,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.05,89084.16000000002
479,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,512,0,Nvidia GeForce MX,Windows 10,2.16,67239.36000000004
480,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,31254.04799999999
